noise_fraction,n_basis,seed_pair_index,validation_observed_nrmse_seed_mean,test_hidden_nrmse_3d_seed_mean,test_latent_nrmse_radial_seed_mean,test_hidden_nrmse_tangential_seed_mean,effective_degrees_of_freedom_seed_mean,selector_agreement_seed_mean
0.05,1795,0,0.1488143653603551,0.49570313061938953,0.12330541359319665,0.6583055290370116,1520.637699385702,0.25
0.05,1795,1,0.14637275665469576,0.4736115655067124,0.15069282264434494,0.6125190367301069,904.4754010341684,1.0
0.05,1795,2,0.13328319869605873,0.44817942813475004,0.12700479278108948,0.5736801960998027,905.648668890005,1.0
0.05,1795,3,0.14572612749634653,0.5080954069713387,0.13265647169541575,0.671769819950769,1587.7331976974183,0.16666666666666666
0.05,1795,4,0.1501713787351066,0.4554728915353849,0.12281114129302305,0.5930171843035136,1179.277807434371,0.6666666666666666
0.05,2050,0,0.15085270134319753,0.45712725453111847,0.12456266939933096,0.6053787796386789,947.5064713964308,1.0
0.05,2050,1,0.14567722995874208,0.4716829021103039,0.14833631803302202,0.6103435809462202,944.3869635690588,1.0
0.05,2050,2,0.13332206097818078,0.4470503662525848,0.12577950492364606,0.5723733926329448,945.5675652802834,1.0
0.05,2050,3,0.14515898568887592,0.4985686795894864,0.13338974512400073,0.658606524816166,1601.5684053515904,0.3333333333333333
0.05,2050,4,0.14813052911327826,0.4463838470427619,0.12093442954792273,0.5811105457703543,1192.3827956801408,0.75
0.1,3,0,0.973675040764749,1.0687172394135425,0.9745516485692926,1.1396598488275267,2.9999999968579707,1.0
0.1,3,1,0.9607568272085275,1.1014301645673776,0.9728695027749783,1.1885792573795813,2.999999996771194,1.0
0.1,3,2,0.9677756435178062,1.0879572188993984,0.9597646800389582,1.1687099323011,2.9999999968260425,1.0
0.1,3,3,0.9711480384592811,1.074879888176679,0.9494837575276452,1.165874739398612,2.9999999968366207,1.0
0.1,3,4,0.9676946287307219,1.0740423733370128,0.9456515946101559,1.1610445257292057,2.999999996818181,1.0
0.1,6,0,0.9367944203452172,0.9618031318187107,0.9484669108629292,0.9725271344532872,5.999999604985445,1.0
0.1,6,1,0.9320222197193097,0.9736962939829673,0.9354839999507495,1.0013168053216546,5.6543288712378805,0.0
0.1,6,2,0.9287309103210958,0.9444106647599652,0.9413097718987221,0.946556910105843,5.99999960266019,1.0
0.1,6,3,0.9505961810024987,0.9613020753520564,0.9251635342326007,0.9893736639056544,5.3133868038902765,0.0
0.1,6,4,0.9406053843248499,0.965033233311412,0.9181665170222292,0.9987365453780144,5.980479117565106,0.0
0.1,11,0,0.9309367106220635,0.9658186520720027,0.9330507114438022,0.9917005996198799,10.999999489035,0.75
0.1,11,1,0.9119114378461163,0.9706067890568114,0.9202301863704521,1.006658788192692,10.984700454035886,0.0
0.1,11,2,0.9198047965000375,0.948766466975274,0.9275288926306159,0.9632339786799519,10.999999484915756,1.0
0.1,11,3,0.936297592308279,0.9518903598464709,0.9052782551995371,0.9877217959105868,10.544301030323034,0.0
0.1,11,4,0.9314021537745422,0.9806788871243101,0.9142764049152846,1.0276592361086323,10.543150143556597,0.6666666666666666
