working_model,noise_fraction,n_basis,validation_mean,validation_std_between_seeds,validation_observed_nrmse_mean,validation_latent_nrmse_radial_mean,validation_hidden_nrmse_3d_mean,validation_hidden_nrmse_tangential_mean,n_seed_pairs,validation_sem_between_seeds
gls_flattened,0.4,1539,1.1312293672069504,0.0029130539413976197,0.4238561298899149,0.22518426996937255,0.5208888620863981,0.6583110846059617,5,0.0013027573270177532
gls_flattened,0.4,1795,1.1311875796992783,0.0035808290546582044,0.4239740953592361,0.22575674018990663,0.5177082559665218,0.6537825726326709,5,0.001601395436404411
gls_flattened,0.4,2050,1.1323929521406213,0.0035135615799723632,0.4245276432951008,0.22655132585529097,0.515905530599597,0.6510897171363365,5,0.0015713125071899535
gls_flattened,0.8,3,1.6061005961238137,0.009312881217567466,0.981416212441095,0.9682642692405995,1.0667302935109144,1.1337068699053061,5,0.004164847093772372
gls_flattened,0.8,6,1.5635662418372498,0.010649672810797194,0.9641591942978778,0.9386839757124671,0.9445472893107523,0.9487134215232376,5,0.004762678468614756
gls_flattened,0.8,11,1.5526089821366929,0.012715140862521592,0.9569588512418677,0.9271105890831871,0.9453892230088261,0.9585270261926757,5,0.005686383862416718
gls_flattened,0.8,19,1.3062439716441387,0.013811217300513597,0.8177979617388438,0.6784104483237239,0.8119746747609422,0.8973505880298613,5,0.006176564147193909
gls_flattened,0.8,35,1.2247044012944002,0.013194029878932999,0.772649874801715,0.5881273159776932,0.7009548346681127,0.7733093316969322,5,0.005900549541291501
gls_flattened,0.8,67,1.1834603869699962,0.005936699796850647,0.747235028514903,0.5338951954651951,0.6844956312202493,0.7767643036021186,5,0.0026549728615534477
gls_flattened,0.8,131,1.1312669792839014,0.0064865779298355535,0.7157012405024729,0.4618039916806813,0.6916162919492611,0.8201162154089203,5,0.0029008858384924315
gls_flattened,0.8,259,1.0797928022402061,0.006411002378575865,0.683633112083111,0.3671100447273391,0.6553501721670276,0.8035642380081389,5,0.002867087424481695
gls_flattened,0.8,387,1.0711342165759798,0.00624016806095721,0.6785233590143366,0.3518659977396341,0.6778229521928962,0.8401438503070764,5,0.0027906879950646744
gls_flattened,0.8,514,1.07023017753888,0.00480922352143219,0.6774439878700491,0.34835701424087956,0.6863665033487832,0.8530736087295958,5,0.0021507501425826582
gls_flattened,0.8,643,1.0698481399085495,0.006002061134496046,0.6774202027736443,0.348739684105825,0.684964667668868,0.8509668470249776,5,0.0026842033403685333
