seed_pair_index,protocol,working_model,noise_fraction,test_observed_nrmse_radial,test_latent_nrmse_radial,test_hidden_nrmse_tangential,test_hidden_nrmse_3d,test_hidden_direction_error_median_deg,test_working_measurement_whitened_residual_rms,test_true_measurement_whitened_residual_rms,precision_effective_sample_size_fit,normal_matrix_condition,effective_degrees_of_freedom,coverage_model_observed_radial_68,coverage_model_observed_radial_95,coverage_model_latent_radial_68,coverage_model_latent_radial_95,coverage_model_latent_component_68,coverage_model_latent_component_95,coverage_oracle_observed_radial_68,coverage_oracle_observed_radial_95,coverage_oracle_latent_radial_68,coverage_oracle_latent_radial_95,coverage_oracle_latent_component_68,coverage_oracle_latent_component_95
0,retuned_practical,ols,0.05,0.13088771516345135,0.1218674567407924,0.6813949430233307,0.5124279186094092,22.426755783772965,2.667938808060899,2.953128937522442,4250.0,3053163.4393015113,1499.832991549475,0.39344444444444443,0.681,0.25766666666666665,0.4726666666666666,0.17214814814814816,0.33055555555555555,0.39266666666666666,0.6708888888888889,0.2582222222222222,0.47077777777777774,0.15744444444444444,0.3040740740740741
0,retuned_practical,ols,0.1,0.1626637870380954,0.13197182861762805,0.6097652876634599,0.4612556110995072,20.077215171910513,1.662226975618725,1.8045945753610961,4250.0,131675.4040811239,907.460825575733,0.4994444444444444,0.8094444444444444,0.2796666666666667,0.5008888888888889,0.1371851851851852,0.26251851851851854,0.49477777777777776,0.79,0.28144444444444444,0.5026666666666667,0.12244444444444445,0.2379259259259259
0,retuned_practical,ols,0.2,0.24198234705619268,0.14949629994142374,0.6215561075960416,0.4722030421973007,21.028958730999836,1.251796077503206,1.297231468826364,4250.0,131675.4040811239,907.460825575733,0.6234444444444445,0.9082222222222223,0.4434444444444445,0.7401111111111112,0.25577777777777777,0.4718518518518518,0.6081111111111112,0.9006666666666666,0.4428888888888889,0.726111111111111,0.22992592592592595,0.42807407407407405
0,retuned_practical,ols,0.4,0.41479814249086816,0.20396361684074582,0.6690070603170772,0.5151516909553032,23.98979654278553,1.128105418318764,1.138003553011883,4250.0,116846.93125841086,852.5662870805169,0.6754444444444445,0.9390000000000001,0.5843333333333334,0.8807777777777778,0.4291481481481481,0.7167037037037037,0.661,0.9390000000000001,0.5791111111111111,0.8673333333333333,0.38359259259259265,0.6609999999999999
0,retuned_practical,ols,0.8,0.6783651348025925,0.3340181275594489,0.8821233920897754,0.69211352997915,33.792133173966455,1.089899851649138,1.1072891083897896,4250.0,6652.551827305996,415.53303873304304,0.672888888888889,0.9383333333333334,0.5188888888888888,0.8221111111111111,0.4813703703703704,0.7872962962962963,0.6584444444444445,0.9394444444444444,0.5103333333333333,0.8097777777777777,0.4417037037037037,0.7382222222222222
0,retuned_raw,gls_correct,0.05,0.13783795785657746,0.12941603536273352,0.6950467507506275,0.5232504534437553,22.17599244105385,2.984808226153518,2.984808226153518,3095.9750130543853,835206.4013775863,1260.49618672879,,,,,,,,,,,,
0,retuned_raw,gls_correct,0.1,0.16457804063054632,0.13428390675826027,0.6157504139699823,0.4659327324968195,19.79406666121378,1.7620276525969967,1.7620276525969967,3095.9750130543853,206159.13470264702,966.6611971568201,,,,,,,,,,,,
0,retuned_raw,gls_correct,0.2,0.24190693805211735,0.14931663786263447,0.608233478692162,0.4625143671886358,20.096421717062942,1.2776096601798208,1.2776096601798208,3095.9750130543853,77777.64149408625,890.4425764657303,,,,,,,,,,,,
0,retuned_raw,gls_correct,0.4,0.41542208297131955,0.20671414046438144,0.6598811740066591,0.5091578334700883,23.103919703624836,1.1374048026519918,1.1374048026519918,3095.9750130543853,62439.99241680259,790.7039325333053,,,,,,,,,,,,
0,retuned_raw,gls_correct,0.8,0.677846331522752,0.328692893581135,0.8316518570304895,0.6556633716116104,31.465426349047263,1.0908862899867675,1.0908862899867675,3095.9750130543853,10307.146118109305,463.7241220643127,,,,,,,,,,,,
0,retuned_raw,gls_flattened,0.05,0.1337891690615805,0.12494609440085332,0.6796470313398416,0.5114957529865793,21.920650101827956,2.779909517563248,2.9620027343332738,3998.1552476027005,1833993.4289287862,1373.1695226399895,,,,,,,,,,,,
0,retuned_raw,gls_flattened,0.1,0.1608100877013703,0.12967980273814225,0.5990119927151271,0.4531261600201388,19.61950632094705,1.6565602256686278,1.746887540890701,3998.1552476027005,108543.20716358877,936.9661058527762,,,,,,,,,,,,
0,retuned_raw,gls_flattened,0.2,0.2407856336919828,0.14776980876166124,0.6117731394127175,0.4648605287479364,20.561374552416048,1.2365690100703615,1.2780357516816394,3998.1552476027005,105273.08552689856,919.3438617021737,,,,,,,,,,,,
0,retuned_raw,gls_flattened,0.4,0.4147250266529039,0.20599972792433782,0.6627834031884968,0.5110700576403368,23.531768371864956,1.1107505276156706,1.135212264120421,3998.1552476027005,79280.40854566118,798.3028252347659,,,,,,,,,,,,
0,retuned_raw,gls_flattened,0.8,0.6783427625117823,0.3295468657478711,0.8481603007076471,0.667395218037302,31.866934834692575,1.0717093504137851,1.0941822475997647,3998.1552476027005,13434.862632927208,466.98043267521126,,,,,,,,,,,,
0,retuned_raw,ols,0.05,0.1311062198497864,0.12210463898816547,0.6758800358667374,0.5084208823016952,22.201722650932044,2.6724026146040107,2.962494176440915,4250.0,2810444.362018042,1453.8057815367213,,,,,,,,,,,,
0,retuned_raw,ols,0.1,0.16044356187983275,0.12919285634231398,0.6087231094314565,0.460142564223504,20.108258318700077,1.639540855222678,1.7830040130524527,4250.0,140534.51189987906,947.5064713964307,,,,,,,,,,,,
0,retuned_raw,ols,0.2,0.24107102220423174,0.14840549948703585,0.6211451075317522,0.47175199759516984,21.12806371049344,1.247080858770792,1.2919016288052114,4250.0,135607.51090683832,926.2462407632053,,,,,,,,,,,,
0,retuned_raw,ols,0.4,0.41646744631501925,0.20845892448126246,0.6738903277453535,0.5194541598028317,24.058913647465786,1.1326426453857943,1.143478292345587,4250.0,99718.43680718984,793.7269625716978,,,,,,,,,,,,
0,retuned_raw,ols,0.8,0.6786881786475615,0.3343112401301223,0.8674056311899924,0.6818900341643462,33.569937879529206,1.090502429259153,1.1021007655158057,4250.0,14599.641086848444,422.04181083836914,,,,,,,,,,,,
1,matched_correct_gls_practical,gls_correct,0.05,0.1658374298387242,0.15777198160985625,0.7083225610711726,0.5455829620025886,22.158349774359806,3.6102156180849545,3.6102156180849545,3097.5477147794822,1725020.318876993,1385.858951657573,,,,,,,,,,,,
1,matched_correct_gls_practical,gls_correct,0.1,0.1832616472434184,0.15348162573576987,0.605978513752565,0.4691631015911368,20.326858096554528,1.9607483466115792,1.9607483466115792,3097.5477147794822,73666.3896037959,889.9468583983271,,,,,,,,,,,,
1,matched_correct_gls_practical,gls_correct,0.2,0.2597357039965853,0.16923033876026283,0.6191598826650857,0.4811778007930374,21.116833942318575,1.3543973983628055,1.3543973983628055,3097.5477147794822,73666.3896037959,889.9468583983271,,,,,,,,,,,,
1,matched_correct_gls_practical,gls_correct,0.4,0.4304855715432574,0.2237589650811758,0.6712407869994439,0.5283588804519992,24.08302961098435,1.1582603524161892,1.1582603524161892,3097.5477147794822,70232.28521068454,837.7724670225163,,,,,,,,,,,,
